pedido_id;data_pedido;status;cliente_id;nome_cliente;cidade;estado;grupo;categoria;produto_id;quantidade;preco_unitario;valor_item_total
184137;2024-07-14 22:29:51;CONFIRMADO;95213;Dr. Bryan Caldeira;BELO HORIZONTE;ES;B;ROUPAS;7245;2;445,85;891,7
184137;2024-07-14 22:29:51;CONFIRMADO;95213;Dr. Bryan Caldeira;BELO HORIZONTE;ES;B;ELETRÔNICOS;3537;2;882,99;1765,98
184137;2024-07-14 22:29:51;CONFIRMADO;95213;Dr. Bryan Caldeira;BELO HORIZONTE;ES;B;ROUPAS;8388;2;910,51;1821,02
680198;2024-06-26 19:10:47;CONFIRMADO;77098;Caroline Lima;GOIÂNIA;MT;A;ELETRÔNICOS;3084;1;772,27;772,27
680198;2024-06-26 19:10:47;CONFIRMADO;77098;Caroline Lima;GOIÂNIA;MT;A;ROUPAS;8651;2;114,68;229,36
680198;2024-06-26 19:10:47;CONFIRMADO;77098;Caroline Lima;GOIÂNIA;MT;A;ELETRÔNICOS;6331;3;51,95;155,85
484081;2024-01-28 05:52:18;CANCELADO;36921;João Lucas Melo;RIO DE JANEIRO;ES;C;ROUPAS;1136;1;202,87;202,87
484081;2024-01-28 05:52:18;CANCELADO;36921;João Lucas Melo;RIO DE JANEIRO;ES;C;ROUPAS;1568;3;170,59;511,77
484081;2024-01-28 05:52:18;CANCELADO;36921;João Lucas Melo;RIO DE JANEIRO;ES;C;ALIMENTOS;3723;1;546,9;546,9
287621;2024-08-03 09:56:15;CONFIRMADO;88503;Ana Sophia Caldeira;BELO HORIZONTE;SE;B;ELETRÔNICOS;4466;1;628,09;628,09
287621;2024-08-03 09:56:15;CONFIRMADO;88503;Ana Sophia Caldeira;BELO HORIZONTE;SE;B;ROUPAS;3343;3;471,18;1413,54
287621;2024-08-03 09:56:15;CONFIRMADO;88503;Ana Sophia Caldeira;BELO HORIZONTE;SE;B;ESPORTES;4263;3;690,28;2070,84
572232;2024-03-14 13:04:04;CONFIRMADO;78406;Antônio Gonçalves;RIO DE JANEIRO;RR;C;ROUPAS;5275;3;256,39;769,17
572232;2024-03-14 13:04:04;CONFIRMADO;78406;Antônio Gonçalves;RIO DE JANEIRO;RR;C;ELETRÔNICOS;4618;3;492,86;1478,58
572232;2024-03-14 13:04:04;CONFIRMADO;78406;Antônio Gonçalves;RIO DE JANEIRO;RR;C;ALIMENTOS;2290;2;996,87;1993,74
389605;2024-01-04 19:02:37;PENDENTE;35538;Alice Rodrigues;SÃO PAULO;ES;A;ALIMENTOS;2591;2;752,08;1504,16
389605;2024-01-04 19:02:37;PENDENTE;35538;Alice Rodrigues;SÃO PAULO;ES;A;ELETRÔNICOS;1740;1;622,54;622,54
389605;2024-01-04 19:02:37;PENDENTE;35538;Alice Rodrigues;SÃO PAULO;ES;A;ROUPAS;7777;3;738,13;2214,39
127925;2023-12-02 05:49:00;CANCELADO;22174;Matheus das Neves;BELO HORIZONTE;MS;B;ROUPAS;6533;2;490,13;980,26
127925;2023-12-02 05:49:00;CANCELADO;22174;Matheus das Neves;BELO HORIZONTE;MS;B;ELETRÔNICOS;5292;1;277,61;277,61
127925;2023-12-02 05:49:00;CANCELADO;22174;Matheus das Neves;BELO HORIZONTE;MS;B;ROUPAS;4505;1;844,53;844,53
127925;2023-12-02 05:49:00;CANCELADO;22174;Matheus das Neves;BELO HORIZONTE;MS;B;ALIMENTOS;5125;3;630,11;1890,33
200817;2025-06-03 04:49:45;CANCELADO;63639;Sarah Cavalcanti;SÃO PAULO;AP;B;ROUPAS;2927;2;178,5;357,0
200817;2025-06-03 04:49:45;CANCELADO;63639;Sarah Cavalcanti;SÃO PAULO;AP;B;ELETRÔNICOS;5033;3;269,85;809,55
849212;2024-12-01 07:06:18;CONFIRMADO;75620;Sra. Larissa Costa;SÃO PAULO;AP;A;LIVROS;8113;1;461,47;461,47
849212;2024-12-01 07:06:18;CONFIRMADO;75620;Sra. Larissa Costa;SÃO PAULO;AP;A;ELETRÔNICOS;4852;2;371,92;743,84
849212;2024-12-01 07:06:18;CONFIRMADO;75620;Sra. Larissa Costa;SÃO PAULO;AP;A;LIVROS;7078;3;880,2;2640,6
849212;2024-12-01 07:06:18;CONFIRMADO;75620;Sra. Larissa Costa;SÃO PAULO;AP;A;ROUPAS;4826;2;437,71;875,42
201017;2023-10-10 02:30:32;CANCELADO;13470;Vicente Ferreira;SÃO PAULO;AL;B;ROUPAS;6576;3;663,07;1989,21
201017;2023-10-10 02:30:32;CANCELADO;13470;Vicente Ferreira;SÃO PAULO;AL;B;ROUPAS;7054;2;284,13;568,26
938461;2023-12-17 00:36:28;CONFIRMADO;12412;Mariana da Conceição;SÃO PAULO;AP;C;ROUPAS;1486;1;733,91;733,91
938461;2023-12-17 00:36:28;CONFIRMADO;12412;Mariana da Conceição;SÃO PAULO;AP;C;DECORAÇÃO;5287;2;932,02;1864,04
938461;2023-12-17 00:36:28;CONFIRMADO;12412;Mariana da Conceição;SÃO PAULO;AP;C;ALIMENTOS;9147;1;197,24;197,24
938461;2023-12-17 00:36:28;CONFIRMADO;12412;Mariana da Conceição;SÃO PAULO;AP;C;ESPORTES;4793;1;622,92;622,92
236952;2024-01-26 17:18:39;CONFIRMADO;18500;Felipe Azevedo;SÃO PAULO;ES;A;ROUPAS;8044;2;139,19;278,38
236952;2024-01-26 17:18:39;CONFIRMADO;18500;Felipe Azevedo;SÃO PAULO;ES;A;ELETRÔNICOS;3490;1;796,84;796,84
381506;2024-10-07 01:36:43;CONFIRMADO;57698;Dr. João Lucas Almeida;BELO HORIZONTE;ES;A;ELETRÔNICOS;4550;1;297,02;297,02
153303;2025-04-28 23:40:09;CANCELADO;24371;Dr. Marcelo Martins;MARANHÃO;RJ;C;LIVROS;3086;2;394,32;788,64
153303;2025-04-28 23:40:09;CANCELADO;24371;Dr. Marcelo Martins;MARANHÃO;RJ;C;DECORAÇÃO;7146;1;252,85;252,85
153303;2025-04-28 23:40:09;CANCELADO;24371;Dr. Marcelo Martins;MARANHÃO;RJ;C;ROUPAS;4692;3;709,15;2127,45
153303;2025-04-28 23:40:09;CANCELADO;24371;Dr. Marcelo Martins;MARANHÃO;RJ;C;ELETRÔNICOS;5033;1;269,85;269,85
153303;2025-04-28 23:40:09;CANCELADO;24371;Dr. Marcelo Martins;MARANHÃO;RJ;C;LIVROS;9432;2;304,54;609,08
984415;2024-07-27 09:31:39;CONFIRMADO;73702;Antônio Cardoso;SÃO PAULO;PB;A;DECORAÇÃO;6239;1;873,08;873,08
984415;2024-07-27 09:31:39;CONFIRMADO;73702;Antônio Cardoso;SÃO PAULO;PB;A;LIVROS;5496;2;27,76;55,52
984415;2024-07-27 09:31:39;CONFIRMADO;73702;Antônio Cardoso;SÃO PAULO;PB;A;ROUPAS;7777;1;738,13;738,13
673182;2024-12-03 10:28:18;CONFIRMADO;57719;Rebeca da Luz;RIO DE JANEIRO;BA;A;ROUPAS;3165;1;715,0;715,0
673182;2024-12-03 10:28:18;CONFIRMADO;57719;Rebeca da Luz;RIO DE JANEIRO;BA;A;ESPORTES;4510;1;640,78;640,78
461704;2025-04-09 17:27:32;CONFIRMADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;DECORAÇÃO;3958;3;444,18;1332,54
461704;2025-04-09 17:27:32;CONFIRMADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;LIVROS;9657;3;814,61;2443,83
520591;2024-04-11 08:23:21;PENDENTE;43334;Srta. Milena Rocha;MARANHÃO;PA;C;ROUPAS;1545;3;720,15;2160,45
652702;2024-11-26 09:50:14;PENDENTE;32917;Maysa Almeida;SÃO PAULO;RJ;B;ROUPAS;8388;2;910,51;1821,02
652702;2024-11-26 09:50:14;PENDENTE;32917;Maysa Almeida;SÃO PAULO;RJ;B;ROUPAS;2118;2;366,04;732,08
652702;2024-11-26 09:50:14;PENDENTE;32917;Maysa Almeida;SÃO PAULO;RJ;B;ELETRÔNICOS;4466;2;628,09;1256,18
652702;2024-11-26 09:50:14;PENDENTE;32917;Maysa Almeida;SÃO PAULO;RJ;B;ELETRÔNICOS;8478;1;688,4;688,4
652702;2024-11-26 09:50:14;PENDENTE;32917;Maysa Almeida;SÃO PAULO;RJ;B;ELETRÔNICOS;8143;2;355,45;710,9
792064;2025-07-21 19:23:22;CONFIRMADO;96008;Paulo Cardoso;MARANHÃO;PI;B;LIVROS;6030;2;685,81;1371,62
792064;2025-07-21 19:23:22;CONFIRMADO;96008;Paulo Cardoso;MARANHÃO;PI;B;ROUPAS;3825;3;125,95;377,85
792064;2025-07-21 19:23:22;CONFIRMADO;96008;Paulo Cardoso;MARANHÃO;PI;B;ROUPAS;4790;2;781,35;1562,7
963610;2023-11-24 15:23:30;CONFIRMADO;35799;Dr. João Guilherme Campos;CURITIBA;CE;A;ROUPAS;5009;2;16,56;33,12
886072;2023-08-21 02:30:07;CONFIRMADO;99847;Eloah da Mata;RIO DE JANEIRO;DF;C;ROUPAS;3957;3;331,23;993,69
886072;2023-08-21 02:30:07;CONFIRMADO;99847;Eloah da Mata;RIO DE JANEIRO;DF;C;LIVROS;4272;3;269,87;809,61
886072;2023-08-21 02:30:07;CONFIRMADO;99847;Eloah da Mata;RIO DE JANEIRO;DF;C;ESPORTES;9196;3;221,01;663,03
886072;2023-08-21 02:30:07;CONFIRMADO;99847;Eloah da Mata;RIO DE JANEIRO;DF;C;ROUPAS;6575;2;855,86;1711,72
699513;2025-03-11 03:15:35;CONFIRMADO;74522;João Gabriel Gonçalves;GOIÂNIA;MA;B;ROUPAS;6918;1;365,93;365,93
699513;2025-03-11 03:15:35;CONFIRMADO;74522;João Gabriel Gonçalves;GOIÂNIA;MA;B;ROUPAS;2172;2;118,79;237,58
699513;2025-03-11 03:15:35;CONFIRMADO;74522;João Gabriel Gonçalves;GOIÂNIA;MA;B;ROUPAS;4116;1;606,97;606,97
523270;2024-05-18 18:22:15;CONFIRMADO;60784;Mirella Vieira;MARANHÃO;BA;A;ELETRÔNICOS;8478;1;688,4;688,4
523270;2024-05-18 18:22:15;CONFIRMADO;60784;Mirella Vieira;MARANHÃO;BA;A;ALIMENTOS;9076;2;620,55;1241,1
612137;2023-12-06 04:44:10;CANCELADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;ELETRÔNICOS;4171;1;684,12;684,12
612137;2023-12-06 04:44:10;CANCELADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;ROUPAS;9986;1;203,89;203,89
612137;2023-12-06 04:44:10;CANCELADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;ALIMENTOS;3723;3;546,9;1640,7
612137;2023-12-06 04:44:10;CANCELADO;91090;Dr. Cauã Fogaça;CURITIBA;SP;B;ROUPAS;7820;2;209,56;419,12
786733;2023-11-20 14:48:11;CONFIRMADO;65837;Pedro Ramos;GOIÂNIA;TO;A;DECORAÇÃO;5598;3;987,74;2963,22
786733;2023-11-20 14:48:11;CONFIRMADO;65837;Pedro Ramos;GOIÂNIA;TO;A;ROUPAS;8651;2;114,68;229,36
786733;2023-11-20 14:48:11;CONFIRMADO;65837;Pedro Ramos;GOIÂNIA;TO;A;ELETRÔNICOS;4600;1;842,74;842,74
786733;2023-11-20 14:48:11;CONFIRMADO;65837;Pedro Ramos;GOIÂNIA;TO;A;LIVROS;2267;2;747,58;1495,16
786733;2023-11-20 14:48:11;CONFIRMADO;65837;Pedro Ramos;GOIÂNIA;TO;A;ROUPAS;1984;1;51,61;51,61
427205;2024-04-14 08:41:00;CONFIRMADO;78462;Valentina Porto;SÃO PAULO;PA;C;ESPORTES;2872;2;960,78;1921,56
427205;2024-04-14 08:41:00;CONFIRMADO;78462;Valentina Porto;SÃO PAULO;PA;C;ROUPAS;8649;3;943,39;2830,17
427205;2024-04-14 08:41:00;CONFIRMADO;78462;Valentina Porto;SÃO PAULO;PA;C;LIVROS;3086;2;394,32;788,64
427205;2024-04-14 08:41:00;CONFIRMADO;78462;Valentina Porto;SÃO PAULO;PA;C;ROUPAS;5314;3;880,5;2641,5
572955;2025-01-14 13:09:02;CONFIRMADO;11352;Ana Carolina Novaes;RIO DE JANEIRO;TO;C;DECORAÇÃO;7682;1;305,16;305,16
572955;2025-01-14 13:09:02;CONFIRMADO;11352;Ana Carolina Novaes;RIO DE JANEIRO;TO;C;LIVROS;8697;1;882,65;882,65
572955;2025-01-14 13:09:02;CONFIRMADO;11352;Ana Carolina Novaes;RIO DE JANEIRO;TO;C;ELETRÔNICOS;1209;1;568,56;568,56
734919;2024-09-07 02:46:05;CONFIRMADO;52021;Eduarda Sales;SÃO PAULO;RJ;A;ROUPAS;1032;1;537,37;537,37
734919;2024-09-07 02:46:05;CONFIRMADO;52021;Eduarda Sales;SÃO PAULO;RJ;A;LIVROS;9188;2;424,06;848,12
734919;2024-09-07 02:46:05;CONFIRMADO;52021;Eduarda Sales;SÃO PAULO;RJ;A;ELETRÔNICOS;4365;1;203,44;203,44
734919;2024-09-07 02:46:05;CONFIRMADO;52021;Eduarda Sales;SÃO PAULO;RJ;A;ELETRÔNICOS;4778;2;399,4;798,8
920745;2024-08-10 02:48:50;CONFIRMADO;34522;Anthony Ramos;BELO HORIZONTE;PE;A;ROUPAS;5009;3;16,56;49,68
920745;2024-08-10 02:48:50;CONFIRMADO;34522;Anthony Ramos;BELO HORIZONTE;PE;A;ELETRÔNICOS;4852;1;371,92;371,92
920745;2024-08-10 02:48:50;CONFIRMADO;34522;Anthony Ramos;BELO HORIZONTE;PE;A;LIVROS;4191;2;22,13;44,26
920745;2024-08-10 02:48:50;CONFIRMADO;34522;Anthony Ramos;BELO HORIZONTE;PE;A;ROUPAS;8818;2;449,11;898,22
920745;2024-08-10 02:48:50;CONFIRMADO;34522;Anthony Ramos;BELO HORIZONTE;PE;A;ESPORTES;2388;3;247,21;741,63
818068;2023-10-21 15:14:03;CONFIRMADO;61863;Maria Fernanda Fogaça;SÃO PAULO;RN;C;LIVROS;9863;2;717,74;1435,48
361372;2025-02-10 03:53:27;CONFIRMADO;34777;Manuela Mendes;MARANHÃO;PE;A;ROUPAS;6741;2;67,49;134,98
361372;2025-02-10 03:53:27;CONFIRMADO;34777;Manuela Mendes;MARANHÃO;PE;A;ELETRÔNICOS;9494;3;331,93;995,79
361372;2025-02-10 03:53:27;CONFIRMADO;34777;Manuela Mendes;MARANHÃO;PE;A;ELETRÔNICOS;1047;1;423,94;423,94
665468;2024-02-19 03:09:49;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;DECORAÇÃO;8103;1;692,15;692,15
665468;2024-02-19 03:09:49;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;LIVROS;2267;3;747,58;2242,74
665468;2024-02-19 03:09:49;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;ELETRÔNICOS;6386;1;274,03;274,03
665468;2024-02-19 03:09:49;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;LIVROS;1682;2;86,78;173,56
229789;2023-10-11 09:36:43;PENDENTE;63947;Rafaela Novaes;SÃO PAULO;PE;C;BRINQUEDOS;9077;3;604,55;1813,65
229789;2023-10-11 09:36:43;PENDENTE;63947;Rafaela Novaes;SÃO PAULO;PE;C;ROUPAS;6533;2;490,13;980,26
229789;2023-10-11 09:36:43;PENDENTE;63947;Rafaela Novaes;SÃO PAULO;PE;C;LIVROS;9307;1;169,21;169,21
229789;2023-10-11 09:36:43;PENDENTE;63947;Rafaela Novaes;SÃO PAULO;PE;C;ROUPAS;7054;2;284,13;568,26
739895;2024-12-19 13:31:56;CONFIRMADO;52126;Lucas Pires;SÃO PAULO;MG;B;ALIMENTOS;8588;3;801,94;2405,82
739895;2024-12-19 13:31:56;CONFIRMADO;52126;Lucas Pires;SÃO PAULO;MG;B;ESPORTES;8853;1;440,55;440,55
739895;2024-12-19 13:31:56;CONFIRMADO;52126;Lucas Pires;SÃO PAULO;MG;B;ESPORTES;4227;1;870,6;870,6
659213;2024-10-05 14:29:25;PENDENTE;36097;Juan Moraes;BELO HORIZONTE;PR;C;ELETRÔNICOS;1916;3;460,13;1380,39
659213;2024-10-05 14:29:25;PENDENTE;36097;Juan Moraes;BELO HORIZONTE;PR;C;ROUPAS;9258;3;152,49;457,47
659213;2024-10-05 14:29:25;PENDENTE;36097;Juan Moraes;BELO HORIZONTE;PR;C;ESPORTES;2872;3;960,78;2882,34
659213;2024-10-05 14:29:25;PENDENTE;36097;Juan Moraes;BELO HORIZONTE;PR;C;ROUPAS;4403;3;262,78;788,34
807574;2025-05-03 23:01:45;CONFIRMADO;85278;Raul Silveira;SÃO PAULO;MT;A;ROUPAS;3957;3;331,23;993,69
807574;2025-05-03 23:01:45;CONFIRMADO;85278;Raul Silveira;SÃO PAULO;MT;A;LIVROS;7057;3;150,08;450,24
807574;2025-05-03 23:01:45;CONFIRMADO;85278;Raul Silveira;SÃO PAULO;MT;A;BRINQUEDOS;6678;3;840,66;2521,98
807574;2025-05-03 23:01:45;CONFIRMADO;85278;Raul Silveira;SÃO PAULO;MT;A;ROUPAS;6918;2;365,93;731,86
